chr1	100007157	100007554	+	163	5	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100007554	+	83	2	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100009287	+	163	16	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100009287	+	83	51	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100009290	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007157	100011364	+	163	106	alternate intergenic junction (NM_001271684.2, NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100007157	100011364	+	83	101	alternate intergenic junction (NM_001271684.2, NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100007601	100009287	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007601	100009287	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007601	100011364	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100007601	100011364	+	83	4	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100009324	100011364	+	163	25	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100009324	100011364	+	83	9	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100010246	100011364	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100011744	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100011744	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100015284	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100015284	+	83	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100015301	+	163	152	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100011534	100015301	+	83	251	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100011534	100015301	+	89	1	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
chr1	100011534	100022385	+	163	1	alternate intergenic junction (NM_001271684.2 exon 5-6)	alternate intron	NA	intergenic	NA	
chr1	100011534	100022385	+	83	2	alternate intergenic junction (NM_001271684.2 exon 5-6)	alternate intron	NA	intergenic	NA	
chr1	100011534	100043072	+	163	3	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100043072	+	419	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100049908	+	163	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100011534	100049908	+	83	1	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	
chr1	100015421	100017681	+	163	117	alternate intergenic junction (NM_001271685.2, NM_012243.3)	alternate intron	NA	intergenic	NA	
